Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2015,David Helton,Duke,OLB,75.13,235,NA,NA,NA,4.85,NA,NA,NA,NA,NA,NA,NA
2015,Matt Hermanson,Montana,FS,73,198,NA,NA,NA,4.62,NA,NA,NA,NA,NA,NA,NA
2015,Warren Herring,Wisconsin,DT,74.25,287,9.75,31.875,NA,5.2,28,35,116,4.57,7.38,NA,NA
2015,Austin Hill,Arizona,WR,74.13,214,9.75,31.625,NA,4.59,17,36.5,121,4.11,6.72,NA,NA
2015,Keshawn Hill,Sam Houston State (TX),RB,69.75,211,8.75,29.625,NA,4.59,30,35.5,115,4.41,7.12,NA,NA
2015,Troy Hill,Oregon,CB,70.25,182,8.75,29.5,NA,4.55,8,32.5,120,4.21,6.65,NA,NA
2015,Zack Hodges,Harvard,OLB,74.5,250,9.88,34.25,NA,4.68,NA,33.5,125,4.65,7.37,NA,NA
2015,Desmond Hollin,Florida State,DT,75.5,285,9.75,31.75,NA,4.92,19,26.5,98,4.81,7.59,NA,NA
2015,Andrew Hudson,Washington,DE,74.25,250,10,32.375,NA,4.86,23,31,113,4.3,6.96,NA,NA
2015,Travis Hughes,North Carolina,OLB,71.88,225,9.38,32.375,NA,4.68,19,25.5,104,4.86,7.37,NA,NA
2015,DJ Humphries,Florida,OT,77,307,10,33.63,12,5.12,26,31,104,4.64,NA,NA,NA
2015,Chucky Hunter,Texas Christian,DT,71.75,298,9.63,31.25,NA,5.12,22,30,103,4.78,7.65,NA,NA
2015,Danielle Hunter,Louisiana State,DE,77.13,252,10.5,34.25,NA,4.57,25,36.5,130,4.35,6.95,NA,NA
2015,Martin Ifedi,Memphis,DE,75.13,275,10,33.88,NA,4.88,16,31,111,4.58,NA,NA,NA
2015,Brandon Ivory,Alabama,DT,74.5,308,10.38,32.5,NA,5.38,16,27,101,4.79,7.76,NA,NA
2015,Tre Jackson,Florida State,OG,75.75,330,10.88,32.63,NA,5.52,20,25,96,5.27,NA,NA,NA
2015,Tank Jakes,Memphis,OLB,70,218,NA,NA,NA,4.82,NA,NA,NA,NA,NA,NA,NA
2015,Jordon James,UCLA,RB,68.5,194,8.38,30.375,NA,4.43,18,34.5,131,4.39,7.24,NA,NA
2015,Grady Jarrett,Clemson,DT,72.75,304,10,32.38,31,5.06,30,31,112,4.56,7.52,NA,NA
2015,Chris Jasperse,Marshall (WV),C,75.38,297,8.75,31,NA,5.38,25,24,101,4.88,7.53,NA,NA
2015,AJ Johnson,Tennessee,ILB,74,242,NA,NA,NA,4.79,NA,NA,NA,NA,NA,NA,NA
2015,Anthony Johnson,West Texas A&M,WR,73.75,194,10.38,33,NA,4.56,20,24.5,102,4.83,7.06,NA,NA
2015,Antonio Johnson,North Texas,OT,77.75,310,10.25,34.875,NA,5.73,5,23,98,5.07,8.64,NA,NA
2015,David Johnson,Northern Iowa,RB,72.63,224,9.63,31.25,NA,4.5,25,41.5,127,4.27,NA,NA,NA
2015,Duke Johnson,Miami (FL),RB,69.13,207,9.25,30.38,NA,4.54,18,33.5,121,4.16,6.88,NA,NA
2015,Gus Johnson,Stephen F. Austin (TX),RB,69.63,215,9.13,29.63,NA,4.7,26,36.5,120,4.13,NA,NA,NA
2015,Isaiah Johnson,Georgia Tech,SS,73,213,8.63,32.375,NA,4.56,14,34,124,4.13,6.98,NA,NA
2015,Jeremiah Johnson,Maryland,CB,71.38,195,9.25,31,NA,4.54,20,35,115,4.06,6.71,NA,NA
2015,Kevin Johnson,Wake Forest,CB,72.25,188,8.38,31,17,4.52,NA,41.5,130,3.89,NA,NA,NA
2015,Malcolm Johnson,Mississippi State,FB,73.13,231,9.13,31.5,NA,4.76,19,32,112,4.43,7.14,NA,NA
2015,Vernon Johnson,Texas A&M-Commerce,WR,72,188,9.75,31.375,NA,4.47,18,37,127,4.47,7.37,NA,NA
2015,Will Johnson,Texas State,P,73.88,206,9,31.5,NA,5.02,NA,NA,NA,NA,NA,NA,NA
2015,Chris Jones,Alabama,WR,70.13,182,9,32.75,NA,4.63,8,32.5,119,4.19,NA,NA,NA
2015,Matt Jones,Florida,RB,74.38,231,8.63,32,NA,4.61,20,31.5,112,4.2,6.84,NA,NA
2015,Tony Jones,Northwestern,WR,71.38,197,8.88,30.75,NA,4.42,NA,NA,NA,NA,NA,NA,NA
2015,Hau'oli Kikaha,Washington,OLB,74.38,253,9.63,32.5,29,4.74,20,34.5,112,4.37,7.16,NA,NA
2015,Darius Kilgo,Maryland,DT,74.88,320,9.38,32.375,NA,5.34,33,24,96,4.65,7.49,NA,NA
2015,Akeem King,San Jose State,SS,73.5,215,8.5,31.75,NA,4.43,20,37.5,122,4.39,7.08,NA,NA
2015,Daniel Koenig,Oklahoma State,OT,78.38,300,9,33.125,NA,5.3,22,NA,NA,NA,NA,NA,NA
2015,Arie Kouandjio,Alabama,OG,76.75,310,10.88,34.13,NA,5.43,NA,25.5,100,5.38,8.4,NA,NA
2015,Kendall Lamm,Appalachian State (NC),OT,77.25,303,10.25,32.625,NA,5.22,25,26,109,4.61,7.39,NA,NA
2015,Khari Lee,Bowie State (MD),TE,76.25,267,9.5,33.125,NA,4.85,18,36,115,4.45,7.62,NA,NA
2015,Eric Lefeld,Cincinnati,OT,77.5,310,9.5,32.75,NA,5.22,12,27,104,4.9,7.67,NA,NA
2015,Cyril Lemon,North Texas,OG,74.75,317,10,34,NA,5.34,14,24,100,4.84,8.22,NA,NA
2015,Matt Lengel,Eastern Kentucky,TE,79.88,265,10.13,33.75,NA,4.79,26,32,117,4.33,7.26,NA,NA
2015,Dallas Lewallen,Wisconsin,OG,77.88,322,10.13,33.375,NA,5.32,24,22,100,4.91,8.25,NA,NA
2015,Dez Lewis,Central Arkansas,WR,75.75,214,9.88,32.5,NA,4.58,16,33.5,119,4.28,NA,NA,NA
2015,RobDonovan Lewis,Louisiana-Monroe,CB,70,188,NA,NA,NA,4.59,NA,NA,NA,NA,NA,NA,NA
2015,LeVander Liggins,Louisiana Tech,CB,70.13,191,8.75,30.5,NA,4.49,14,33.5,122,4.34,7.26,NA,NA
2015,Kyle Loomis,Portland State (OR),P,73.63,221,9.88,32.25,NA,5.08,NA,NA,NA,NA,NA,NA,NA
2015,Tyler Loos,Northern Illinois,OT,76.63,302,10.13,33,NA,5.35,20,28,98,4.75,7.64,NA,NA
2015,Derrick Lott,Tennessee-Chattanooga,DT,76,314,9.13,33.63,NA,4.99,30,26.5,106,4.44,NA,NA,NA
2015,Jerry Lovelocke,Prairie View A&M,QB,76.5,248,10.5,34.25,NA,4.99,10,31.5,113,4.51,7.47,NA,NA
2015,Jeff Luc,Cincinnati,ILB,72.13,263,10,31.5,NA,4.83,NA,34,106,4.56,7.3,NA,NA
2015,Donatella Luckett,Harding (AR),WR,71.75,211,9.25,31,NA,4.65,17,34,118,4.5,7.28,NA,NA
2015,Blake Lueders,Stanford,DE,77,260,NA,NA,NA,4.89,NA,NA,NA,NA,NA,NA,NA
2015,Caushaud Lyons,Tusculum (TN),DE,76.5,285,9.5,34.125,NA,4.96,24,30.5,120,4.55,7.51,NA,NA
2015,Marcus Mallett,Texas Christian,ILB,73,227,NA,NA,NA,4.62,NA,NA,NA,NA,NA,NA,NA
2015,Greg Mancz,Toledo,C,76.5,301,10,32.75,NA,5.08,NA,NA,NA,NA,NA,NA,NA
2015,Cole Manhart,Nebraska-Kearney,OG,76.38,305,10.63,33.25,NA,5.38,28,28,103,4.65,7.92,NA,NA
2015,Dean Marlowe,James Madison (VA),FS,73.5,203,8.75,31,NA,4.58,16,33.5,114,4.18,NA,NA,NA
2015,Ali Marpet,Hobart & William Smith (NY),OG,75.88,307,10,33.38,33,4.98,30,30.5,108,4.47,NA,NA,NA
2015,Shaquille Mason,Georgia Tech,C,73.75,310,9.5,32.125,NA,5.27,25,32,110,4.65,7.53,NA,NA
2015,Josue Matias,Florida State,OG,77.5,309,10,33.13,NA,5.52,21,17.5,84,5.12,NA,NA,NA
2015,Lorenzo Mauldin,Louisville,OLB,75.63,259,9.88,33,NA,4.85,23,32,112,4.58,7.24,NA,NA
2015,Tre McBride,William & Mary (VA),WR,72.25,210,9,32.13,NA,4.41,16,38,122,4.08,NA,NA,NA
2015,Ellis McCarthy,UCLA,DT,76.63,338,9.88,34.13,NA,5.21,24,32,109,5.07,NA,NA,NA
2015,Shane McDermott,Miami (FL),C,75.5,302,9.38,32,NA,5.21,27,29,103,4.75,7.79,NA,NA
2015,Benardrick McKinney,Mississippi State,ILB,76.13,246,9,33,14,4.66,16,40.5,121,4.27,NA,NA,NA
2015,Brian Mihalik,Boston College,DE,80.88,288,9.75,34.75,NA,4.96,23,35.5,122,4.37,7.23,NA,NA
2015,Darrian Miller,Kentucky,OT,76.88,307,9.75,33,NA,5.51,16,25,97,4.87,7.73,NA,NA
2015,Patrick Miller,Auburn,OT,78.75,292,9.88,35,NA,5.18,16,27.5,106,4.84,7.97,NA,NA
2015,Steve Miller,Ohio State,DE,74.75,255,8.63,32.375,NA,4.81,21,29,114,4.49,7.62,NA,NA
2015,Braylon Mitchell,Arkansas,OLB,73,226,NA,NA,NA,4.76,NA,NA,NA,NA,NA,NA,NA
2015,Tyler Moore,Florida,OG,77.63,325,9.25,33.25,NA,5.18,22,26,98,4.84,7.81,NA,NA
2015,Max Morgan,Colorado State,ILB,71.88,231,9.38,31,NA,4.79,15,26,107,4.3,7.3,NA,NA
2015,Anthony Morris,Tennessee State,OT,79.13,303,9.75,32.75,NA,5.3,25,27.5,110,4.87,7.59,NA,NA
2015,Cory Morrissey,Iowa State,DE,75.13,260,9,30,NA,4.86,22,34,113,4.59,7.31,NA,NA
2015,Mitch Morse,Missouri,OG,77.38,305,9.25,32.25,29,5.14,36,31,112,4.5,NA,NA,NA
2015,Deiontrez Mount,Louisville,DE,76.75,243,9.63,33.125,NA,4.84,28,31,119,4.32,7.07,NA,NA
2015,Ryan Mueller,Kansas State,DE,73.75,248,9.38,31.75,NA,4.84,18,33,105,4.21,7,NA,NA
2015,Marcus Murphy,Missouri,RB,68.63,193,8.63,31,NA,4.61,11,29,109,4.4,7.13,NA,NA
2015,Ryan Murphy,Oregon State,FS,72.63,209,9,32,NA,4.59,18,39,125,4.2,7.06,NA,NA
2015,Robert Myers,Tennessee State,OG,76.75,326,9.5,33.75,NA,5.44,NA,27.5,94,4.91,NA,NA,NA
2015,Chuka Ndulue,Oklahoma,DT,73.75,288,9.88,32.75,NA,4.91,28,28,107,4.55,7.96,NA,NA
2015,Conner Neighbors,Louisiana State,FB,70,242,NA,NA,NA,4.72,NA,NA,NA,NA,NA,NA,NA
2015,DeMarieya Nelson,Arizona State,FB,74.25,235,8.25,30,NA,4.76,16,32.5,117,4.62,7.4,NA,NA
2015,Merrill Noel,Wake Forest,CB,68,174,7.88,30.25,NA,4.53,15,34.5,119,4.43,7.15,NA,NA
2015,Art Norman,North Carolina State,DE,72,252,9.5,33.5,NA,4.79,19,36,120,4.37,7.52,NA,NA
2015,Rakeem Nunez-Roches,Southern Mississippi,DT,74.25,307,10.13,32.63,NA,5.02,26,34,114,4.69,NA,NA,NA
2015,Michael Odiari,Texas State,OLB,73,245,NA,NA,NA,4.78,NA,NA,NA,NA,NA,NA,NA
2015,Owamagbe Odighizuwa,UCLA,DE,75.5,267,11,33.75,NA,4.62,25,39,127,4.19,NA,NA,NA
2015,Cedric Ogbuehi,Texas A&M,OT,77.25,306,10,35.88,23,4.98,23,NA,NA,NA,NA,NA,NA
2015,Darragh ONeill,Colorado,P,73,187,9,31.125,NA,4.89,NA,31,112,4.45,7.1,NA,NA
2015,Nate Orchard,Utah,DE,75.25,250,10.13,33.75,21,4.8,23,31.5,115,4.43,NA,NA,NA
2015,Leon Orr,Florida,DT,76.88,323,9.38,34.13,NA,5.16,20,28,100,4.9,NA,NA,NA
2015,James OShaughnessy,Illinois State,TE,76.25,245,9.75,32.125,NA,4.69,16,35,116,4.38,7.2,NA,NA
2015,LaDarius Owens,Auburn,DE,73.13,236,9.88,33.25,NA,4.92,29,31,102,NA,NA,NA,NA
2015,Brian Parker,Albany (NY),TE,76.5,265,10.13,33.5,NA,4.72,25,38.5,119,4.4,7.03,NA,NA
2015,Juda Parker,Colorado,DE,74,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,David Parry,Stanford,DT,73.25,308,9.88,31,NA,5.38,34,29,103,NA,NA,NA,NA
2015,Andrus Peat,Stanford,OT,78.88,313,10.63,34.38,NA,5.18,NA,31,105,4.62,NA,NA,NA
2015,David Peterson,San Jose State,C,75.5,295,10.13,32.625,NA,5.32,23,24.5,101,4.9,7.79,NA,NA
2015,Olsen Pierre,Miami (FL),DT,76.38,300,10.38,34.625,NA,5.23,20,28.5,103,4.69,7.35,NA,NA
2015,Terry Poole,San Diego State,OT,76.75,307,9.5,33.25,NA,5.09,25,31,113,4.66,NA,NA,NA
2015,Elliott Porter,Louisiana State,C,75.25,298,9.38,32.5,NA,5.16,26,24,91,4.97,7.81,NA,NA
2015,Jeremiah Poutasi,Utah,OG,77.13,335,9.5,33.88,NA,5.32,26,26.5,95,4.89,NA,NA,NA
2015,MyCole Pruitt,Southern Illinois,TE,74.25,251,10.25,33.5,NA,4.58,17,38,118,4.37,NA,NA,NA
2015,Sonny Puletasi,Wyoming,DE,74,251,9.75,32.125,NA,4.87,21,32.5,112,4.51,7.48,NA,NA
2015,Hayes Pullard,Southern California,ILB,72.5,240,9.63,31.25,NA,4.78,19,31,110,4.39,NA,NA,NA
2015,Daniel Quave,Louisiana-Lafayette,OG,74.63,324,9.5,33.5,NA,5.43,22,27,104,4.71,7.76,NA,NA
2015,Travis Raciti,San Jose State,DT,75.88,288,9.63,31.5,NA,5.11,27,31.5,106,4.66,7.52,NA,NA
2015,Jermauria Rasco,Louisiana State,DE,75,259,9,32.625,NA,4.84,12,28.5,108,4.65,7.11,NA,NA
2015,Shane Ray,Missouri,DE,74.63,245,9,33.13,20,4.65,21,33,120,4.58,7.6,NA,NA
2015,Cedric Reed,Texas,DE,77.25,269,9.75,33.38,NA,4.89,22,NA,NA,NA,NA,NA,NA
2015,Mike Reilly,William & Mary (VA),DE,75,265,9.75,30.25,NA,4.82,26,30.5,109,4.11,7.27,NA,NA
2015,Austin Reiter,South Florida,C,74.88,300,9.5,32,NA,5.17,NA,34,107,4.53,7.65,NA,NA
2015,Addison Richards,Regina (Canada),WR,76.38,209,8.25,30.5,NA,4.67,NA,NA,NA,NA,NA,NA,NA
2015,Bobby Richardson,Indiana,DT,74.63,283,11,34.63,NA,5.16,24,32.5,106,4.41,NA,NA,NA
2015,LeBrandon Richardson,Bethune-Cookman (FL),OLB,72.63,255,8.88,33.5,NA,4.73,NA,38,126,4.52,7.44,NA,NA
2015,Nick Richardson,Abilene Christian (TX),OLB,73.13,242,9.5,32.75,NA,4.81,12,32,116,4.44,7.37,NA,NA
2015,Shaquille Riddick,West Virginia,DE,77.88,236,9.63,34.25,NA,4.82,19,36,124,4.34,6.7,NA,NA
2015,Christian Ringo,Louisiana-Lafayette,DT,72.75,293,9.13,33,NA,4.97,28,29,113,NA,NA,NA,NA
2015,Ben Riva,Washington,OT,78,313,NA,NA,NA,5.12,NA,NA,NA,NA,NA,NA,NA
2015,Kyle Roberts,Nevada,OT,78.25,311,9.5,32.75,NA,5.27,25,24,102,4.76,7.55,NA,NA
2015,Corey Robinson,South Carolina,OT,78.63,324,10.75,35.63,40,5.33,28,31,108,4.81,8.4,NA,NA
2015,Edmond Robinson,Newberry (SC),OLB,74.63,245,10.25,34,NA,4.61,20,37,121,4.38,NA,NA,NA
2015,Jamal Robinson,Louisiana-Lafayette,WR,75,205,NA,NA,NA,4.57,NA,NA,NA,NA,NA,NA,NA
2015,Josh Robinson,Mississippi State,RB,67.88,217,10.13,29.75,NA,4.7,21,32,113,4.58,7.24,NA,NA
2015,Matt Robinson,Maryland,OLB,75.13,240,9.25,32.375,NA,4.78,13,34,121,4.24,7.08,NA,NA
2015,Jake Rodgers,Eastern Washington,OT,77.75,315,10.63,33,NA,5.24,24,30.5,106,4.86,8.05,NA,NA
2015,Kevin Rodgers,Henderson State (AR),QB,74.75,201,9.63,31.875,NA,5.12,10,32,116,4.56,7.48,NA,NA
2015,Matt Rotheram,Pittsburgh,OG,77,339,9.63,33,NA,5.53,22,28,104,4.53,7.63,NA,NA
2015,James Rouse,Marshall (WV),DE,76.63,277,8.75,32.625,NA,4.89,38,29,115,4.7,7.56,NA,NA
2015,Dominic Rufran,Wyoming,WR,71.5,188,9.13,30.5,NA,4.55,18,33.5,121,4.29,7.21,NA,NA
2015,Jack Rummells,Northern Iowa,OT,77.5,300,10.13,32,NA,5.19,24,29,106,4.9,7.85,NA,NA
2015,Ryan Russell,Purdue,DE,76.25,269,10.25,33.38,NA,4.75,25,32.5,119,4.47,NA,NA,NA
2015,Garrett Safron,Sacramento State (CA),QB,72.88,200,9,32,NA,4.76,NA,36.5,127,4.22,6.85,NA,NA
2015,Junior Salt,Utah,OG,74.25,331,10,33.125,NA,5.24,32,21.5,90,4.97,8.15,NA,NA
2015,DeAnte Saunders,Tennessee State,CB,68.75,185,9.25,30.875,NA,4.5,NA,NA,NA,NA,NA,NA,NA
2015,Ross Scheuerman,Lafayette (PA),WR,71.88,204,8.75,30,NA,4.62,15,33,121,4.11,7.29,NA,NA
2015,Dawon Scott,Miami (OH),WR,71,194,NA,NA,NA,4.54,NA,NA,NA,NA,NA,NA,NA
2015,Jesse Scroggins,Arizona,QB,75,208,NA,NA,NA,4.79,NA,NA,NA,NA,NA,NA,NA
2015,Al-Hajj Shabazz,West Chester (PA),CB,72.88,202,9.38,32.875,NA,4.57,12,35,125,4.59,7.16,NA,NA
2015,Faysal Shafaat,Tennessee-Chattanooga,TE,75.63,243,10,32.375,NA,4.78,22,31.5,113,4.48,7.12,NA,NA
2015,Adam Shead,Oklahoma,OG,75.63,338,10.38,33.75,NA,5.74,26,NA,NA,5,NA,NA,NA
2015,Danny Shelton,Washington,DT,74.13,339,10.25,32,23,5.64,34,30.5,95,4.65,NA,NA,NA
2015,Austin Shepherd,Alabama,OT,76.38,315,10,32.88,NA,5.39,17,29,94,4.7,7.77,NA,NA
2015,Ian Silberman,Boston College,OT,77.13,299,10.13,32.5,NA,5.17,26,27.5,111,4.87,7.9,NA,NA
2015,Deon Simon,Northwestern State (LA),DT,76.38,321,10.5,33,NA,5.12,35,29.5,105,4.76,NA,NA,NA
2015,Robert Singletary,Texas-San Antonio,DE,73.88,250,9.5,32.5,NA,4.86,14,26,109,4.84,7.58,NA,NA
2015,Devin Smith,Ohio State,WR,72.38,196,9,31,NA,4.42,10,39,122,4.15,6.83,NA,NA
2015,DJoun Smith,Florida Atlantic,CB,70,187,8.13,30.38,NA,4.45,18,36,124,4.26,NA,NA,NA
2015,Jake Smith,Louisville,C,75.38,309,10,32.25,NA,5.32,23,23,97,4.89,7.9,NA,NA
2015,Tye Smith,Towson (MD),CB,72.13,195,8.75,32,NA,4.6,15,36.5,124,3.96,NA,NA,NA
2015,Za'Darius Smith,Kentucky,DE,76.5,274,10,32.63,NA,4.83,23,29,113,4.66,NA,NA,NA
2015,Kristjan Sokoli,Buffalo,DT,77,290,10,32.375,NA,4.86,31,38,119,4.36,7.25,NA,NA
2015,Quinton Spain,West Virginia,OG,76.13,332,9.75,35,NA,5.36,28,29,103,4.75,7.88,NA,NA
2015,Neal Sterling,Monmouth (NJ),WR,75.38,238,9.63,33.125,NA,4.63,16,35.5,116,4.25,7.07,NA,NA
2015,Hamani Stevens,Oregon,OG,73.88,307,9.63,31.75,NA,5.42,33,20.5,92,4.7,8.25,NA,NA
2015,Tony Steward,Clemson,OLB,72.63,230,9.5,29.75,NA,4.67,29,34.5,115,4.32,7.06,NA,NA
2015,JT Surratt,South Carolina,DT,73,304,10.13,32,NA,5.19,29,30,106,4.71,7.51,NA,NA
2015,Jaquiski Tartt,Samford (AL),SS,73.38,221,9.88,32.38,NA,4.53,13,33,124,4.3,7.08,NA,NA
2015,JR Tavai,Southern California,OLB,73.75,249,9.13,31.5,NA,4.91,20,30.5,112,4.63,7.32,NA,NA
2015,Jordan Taylor,Rice (TX),WR,76.38,204,9.25,32.75,NA,4.54,9,36.5,122,4.46,6.69,NA,NA
2015,Michael Taylor,Florida,ILB,71.63,227,8.5,31.25,NA,4.78,16,30,103,4.48,7.26,NA,NA
2015,Thomas Teal,North Carolina State,DT,72.88,308,9,33.375,NA,5.08,20,27.5,103,4.51,7.58,NA,NA
2015,Cam Thomas,Western Kentucky,CB,72.25,195,8.75,33.125,NA,4.53,16,36,122,4.38,7,NA,NA
2015,Cedric Thompson,Minnesota,FS,71.5,205,10.25,31,NA,4.47,21,40.5,122,4.28,6.94,NA,NA
2015,Dylan Thompson,South Carolina,QB,73.75,223,9.5,31.75,NA,4.83,NA,35,113,4.35,7.27,NA,NA
2015,Tyrus Thompson,Oklahoma,OT,76.88,324,10.25,34.88,NA,5.16,29,29,97,4.92,NA,NA,NA
2015,Laken Tomlinson,Duke,OG,75.38,323,10.13,33.63,23,5.33,25,31.5,103,4.87,7.77,NA,NA
2015,Joe Townsend,Vanderbilt,C,75.5,308,9,31.875,NA,5.28,24,24.5,94,4.9,8.1,NA,NA
2015,Lynden Trail,Norfolk State (VA),DE,78.63,269,10.5,34.88,NA,4.91,24,32.5,117,4.48,NA,NA,NA
2015,Joseph Treadwell,Louisiana-Monroe,OT,77,324,9.75,35.125,NA,5.65,15,23.5,92,5.04,7.91,NA,NA
2015,Louis Trinca-Pasat,Iowa,DT,73,290,10.13,31.88,NA,4.96,21,32,105,4.3,NA,NA,NA
2015,Charles Tuaau,Texas A&M-Commerce,DT,75.63,327,10.63,35.25,NA,5.16,24,24.5,95,4.94,7.9,NA,NA
2015,Davis Tull,Tennessee-Chattanooga,OLB,74.38,246,9.75,31.25,NA,4.59,26,42.5,132,NA,NA,NA,NA
2015,Valerian Ume-Ezeoke,New Mexico State,C,74,305,9,32.125,NA,5.45,25,30,106,4.82,8.15,NA,NA
2015,Tyler Varga,Yale,FB,70.63,222,10.63,30.38,28,4.64,23,38.5,117,4.37,7.21,NA,NA
2015,James Vaughters,Stanford,OLB,73.88,258,9.25,32.125,NA,4.73,35,32.5,112,4.47,7.09,NA,NA
2015,Bill Vavau,Utah State,OG,75.25,314,10.5,33.625,NA,5.18,25,29,101,NA,NA,NA,NA
2015,Zach Vigil,Utah State,ILB,74,236,10,32.5,NA,4.68,26,32,113,4.41,7.11,NA,NA
2015,Zack Wagenmann,Montana,DE,75.13,247,9.5,33.5,NA,4.82,14,37.5,109,4.26,NA,NA,NA
2015,Easton Wahlstrom,Arizona State,LS,73,244,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA
2015,Tray Walker,Texas Southern,CB,74.13,191,9.13,33.625,NA,4.53,NA,34.5,125,4.3,6.8,NA,NA
2015,Davon Walls,Lincoln (MO),DT,76.38,301,9.63,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Leterrius Walton,Central Michigan,DT,76.88,319,10.25,32.25,NA,5.25,25,27,103,4.78,NA,NA,NA
2015,Tony Washington,Oregon,OLB,75.63,247,9.5,33,NA,4.99,17,32.5,110,4.31,7.15,NA,NA
2015,Robert Waterman,Nevada Las Vegas,C,74,290,NA,NA,NA,5.23,NA,NA,NA,NA,NA,NA,NA
2015,Diaheem Watkins,Alabama-Birmingham,DE,75.5,256,10,33,NA,4.94,20,31,109,4.63,7.52,NA,NA
2015,Terrell Watson,Azusa Pacific (CA),RB,72.63,239,9.13,31.25,NA,4.59,22,35.5,123,4.49,7.48,NA,NA
2015,Daryl Waud,Western Ontario (Canada),DT,76.88,294,9.75,33.875,NA,5.04,NA,NA,NA,NA,NA,NA,NA
2015,Matthew Wells,Mississippi State,OLB,73.75,222,8.75,31.625,NA,4.45,15,35.5,118,4.26,7.1,NA,NA
2015,DeOndre Wesley,Brigham Young,OT,78.5,330,10.25,35,NA,5.43,18,31,115,4.65,7.73,NA,NA
2015,Jeffrey Whitaker,Auburn,DT,75.25,322,10,33.5,NA,5.85,41,22,94,5.2,8.6,NA,NA
2015,Darius White,Missouri,WR,75,208,9.38,31.75,NA,4.56,13,37.5,124,4.59,7.12,NA,NA
2015,Kevin White,Texas Christian,CB,69.13,183,9.25,32.63,NA,4.63,18,35.5,121,4.14,6.86,NA,NA
2015,Kevin White,West Virginia,WR,74.63,215,9.25,32.63,NA,4.35,23,36.5,123,4.14,NA,NA,NA
2015,Cody Wichmann,Frenso State (CA),OG,77.25,315,10.38,33,NA,5.32,20,27,106,4.75,7.41,NA,NA
2015,Chase Williams,Virginia Tech,ILB,73.13,231,9.88,31.5,NA,4.83,22,32,108,4.38,7.18,NA,NA
2015,Darrell Williams,South Florida,OT,76.75,301,10.5,34.625,NA,5.23,22,28.5,103,4.99,7.88,NA,NA
2015,Daryl Williams,Oklahoma,OT,77.25,327,9.75,35,NA,5.34,27,26,97,5.15,8.18,NA,NA
2015,DeShawn Williams,Clemson,DT,72.5,303,9.25,32.25,NA,5.07,28,30,105,4.66,7.7,NA,NA
2015,Jordan Williams,Tennessee,DE,76.5,287,10,31.625,NA,4.96,22,30,116,4.45,7.61,NA,NA
2015,Ryan Williams,Miami (FL),QB,76.38,220,9,30.75,NA,5.06,19,40,123,4.18,7,NA,NA
2015,Trey Williams,Texas A&M,RB,67.5,195,8.25,29.88,NA,4.49,18,33.5,119,4.12,NA,NA,NA
2015,Tyrell Williams,Western Oregon,WR,75.5,204,9.88,33.5,NA,4.43,NA,39.5,127,4.17,6.74,NA,NA
2015,Xavier Williams,Northern Iowa,DT,73.75,325,10.5,32.875,NA,5.18,30,25.5,103,5.01,8.03,NA,NA
2015,Ramik Wilson,Georgia,ILB,73.75,237,10.63,33,NA,4.77,23,35,111,4.51,7.39,NA,NA
2015,Torrian Wilson,Central Florida,OG,74.88,316,10.25,32.75,NA,5.28,29,24,102,4.7,7.87,NA,NA
2015,Kyle Woestmann,Vanderbilt,OLB,74.88,253,10.5,31.125,NA,4.83,21,34,109,NA,NA,NA,NA
2015,Gabe Wright,Auburn,DT,74.75,300,10.75,32.63,NA,5.07,34,26.5,100,4.56,NA,NA,NA
2015,Konrad Zagzebski,Wisconsin,DE,75,278,NA,NA,NA,4.92,NA,NA,NA,NA,NA,NA,NA
2015,Zach Zenner,South Dakota State,FB,71.5,223,9.63,32,35,4.6,25,41,121,4.14,6.88,NA,NA
2014,Walt Aikens,Liberty (VA),CB,72.63,203,9,32.25,NA,4.49,13,35,118,4.42,7.12,NA,NA
2014,Maurice Alexander,Utah State,SS,73.25,220,NA,NA,NA,4.54,NA,38,123,4.51,NA,NA,NA
2014,Mo Alexander,Utah State,SS,73.25,220,8.88,32.625,NA,4.54,NA,38,123,4.51,NA,NA,NA
2014,Beau Allen,Wisconsin,DT,74.5,333,9.75,32.125,NA,NA,30,31,104,4.5,7.27,NA,NA
2014,Torrence Allen,West Texas A&M,WR,72,183,8.88,32.375,NA,4.41,15,40,129,4.56,7.14,NA,NA
2014,Matt Armstrong,NA,C,74.13,302,10.63,33,NA,5.36,24,32,106,NA,NA,NA,NA
2014,George Atkinson,Notre Dame,RB,73.38,218,9.38,33.25,NA,4.48,19,38,128,4.46,7.08,NA,NA
2014,Jeremiah Attaochu,Georgia Tech,OLB,75.25,252,9.88,33,NA,4.57,NA,37.5,111,4.68,7.28,NA,NA
2014,Lamin Barrow,Louisiana State,ILB,73.38,237,10.38,33.38,NA,4.64,22,35,123,4.35,NA,NA,NA
2014,Odell Beckham,Louisiana State,WR,71.25,198,10,32.75,NA,4.43,7,38.5,122,3.94,NA,NA,NA
